#  Space group look-up table taken from R. Grosse Kunstleve web-site
#  Modified LJF - Jan 1998
#
# No.   Schoenflies <------ Hermann-Mauguin -----> Hall           Mult
#    set
 105        C4v^7   P42mc               P 42 m c    P 4c -2         8
 106        C4v^8   P42bc               P 42 b c    P 4c -2ab       8
 107        C4v^9   I4mm                I 4 m m     I 4 -2          16
 108        C4v^10  I4cm                I 4 c m     I 4 -2c         16
 109        C4v^11  I41md               I 41 m d    I 4bw -2        16
 110        C4v^12  I41cd               I 41 c d    I 4bw -2c       16
 111        D2d^1   P-42m               P -4 2 m    P -4 2          8
 112        D2d^2   P-42c               P -4 2 c    P -4 2c         8
 113        D2d^3   P-421m              P -4 21 m   P -4 2ab        8
 114        D2d^4   P-421c              P -4 21 c   P -4 2n         8
 115        D2d^5   P-4m2               P -4 m 2    P -4 -2         8
 116        D2d^6   P-4c2               P -4 c 2    P -4 -2c        8
 117        D2d^7   P-4b2               P -4 b 2    P -4 -2ab       8
 118        D2d^8   P-4n2               P -4 n 2    P -4 -2n        8
 119        D2d^9   I-4m2               I -4 m 2    I -4 -2         16
 120        D2d^10  I-4c2               I -4 c 2    I -4 -2c        16
 121        D2d^11  I-42m               I -4 2 m    I -4 2          16
 122        D2d^12  I-42d               I -4 2 d    I -4 2bw        16
 123        D4h^1   P4/mmm              P 4/m m m  -P 4 2           16
 124        D4h^2   P4/mcc              P 4/m c c  -P 4 2c          16
 125:1      D4h^3   P4/nbm:1            P 4/n b m   P 4 2 -1ab      16
 125:2      D4h^3   P4/nbm:2            P 4/n b m  -P 4a 2b         16
 126:1      D4h^4   P4/nnc:1            P 4/n n c   P 4 2 -1n       16
 126:2      D4h^4   P4/nnc:2            P 4/n n c  -P 4a 2bc        16
 127        D4h^5   P4/mbm              P 4/m b m  -P 4 2ab         16
 128        D4h^6   P4/mnc              P 4/m n c  -P 4 2n          16
 129:1      D4h^7   P4/nmm:1            P 4/n m m   P 4ab 2ab -1ab  16
 129:2      D4h^7   P4/nmm:2            P 4/n m m  -P 4a 2a         16
 130:1      D4h^8   P4/ncc:1            P 4/n c c   P 4ab 2n -1ab   16
 130:2      D4h^8   P4/ncc:2            P 4/n c c  -P 4a 2ac        16
 131        D4h^9   P42/mmc             P 42/m m c -P 4c 2          16
 132        D4h^10  P42/mcm             P 42/m c m -P 4c 2c         16
 133:1      D4h^11  P42/nbc:1           P 42/n b c  P 4n 2c -1n     16
 133:2      D4h^11  P42/nbc:2           P 42/n b c -P 4ac 2b        16
 134:1      D4h^12  P42/nnm:1           P 42/n n m  P 4n 2 -1n      16
 134:2      D4h^12  P42/nnm:2           P 42/n n m -P 4ac 2bc       16
 135        D4h^13  P42/mbc             P 42/m b c -P 4c 2ab        16
 136        D4h^14  P42/mnm             P 42/m n m -P 4n 2n         16
 137:1      D4h^15  P42/nmc:1           P 42/n m c  P 4n 2n -1n     16
 137:2      D4h^15  P42/nmc:2           P 42/n m c -P 4ac 2a        16
 138:1      D4h^16  P42/ncm:1           P 42/n c m  P 4n 2ab -1n    16
 138:2      D4h^16  P42/ncm:2           P 42/n c m -P 4ac 2ac       16
 139        D4h^17  I4/mmm              I 4/m m m  -I 4 2           32
 140        D4h^18  I4/mcm              I 4/m c m  -I 4 2c          32
 141:1      D4h^19  I41/amd:1           I 41/a m d  I 4bw 2bw -1bw  32
 141:2      D4h^19  I41/amd:2           I 41/a m d -I 4bd 2         32
 142:1      D4h^20  I41/acd:1           I 41/a c d  I 4bw 2aw -1bw  32
 142:2      D4h^20  I41/acd:2           I 41/a c d -I 4bd 2c        32
 143        C3^1    P3                  P 3         P 3             3
 144        C3^2    P31                 P 31        P 31            3
 145        C3^3    P32                 P 32        P 32            3
 146:h      C3^4    R3:h                R 3         R 3             9
 146:r      C3^4    R3:r                R 3         P 3*            3
 147        C3i^1   P-3                 P -3       -P 3             6
 148:h      C3i^2   R-3:h               R -3       -R 3             18
 148:r      C3i^2   R-3:r               R -3       -P 3*            6
 149        D3^1    P312                P 3 1 2     P 3 2           6
 150        D3^2    P321                P 3 2 1     P 3 2"          6
 151        D3^3    P3112               P 31 1 2    P 31 2c (0 0 1) 6
 152        D3^4    P3121               P 31 2 1    P 31 2"         6
 153        D3^5    P3212               P 32 1 2    P 32 2c (0 0 -1)6
 154        D3^6    P3221               P 32 2 1    P 32 2"         6
 155:h      D3^7    R32:h               R 3 2       R 3 2"          18
 155:r      D3^7    R32:r               R 3 2       P 3* 2          6
 156        C3v^1   P3m1                P 3 m 1     P 3 -2"         6
 157        C3v^2   P31m                P 3 1 m     P 3 -2          6
 158        C3v^3   P3c1                P 3 c 1     P 3 -2"c        6
 159        C3v^4   P31c                P 3 1 c     P 3 -2c         6
 160:h      C3v^5   R3m:h               R 3 m       R 3 -2"         18
 160:r      C3v^5   R3m:r               R 3 m       P 3* -2         6
 161:h      C3v^6   R3c:h               R 3 c       R 3 -2"c        18
 161:r      C3v^6   R3c:r               R 3 c       P 3* -2n        6
 162        D3d^1   P-31m               P -3 1 m   -P 3 2           12
 163        D3d^2   P-31c               P -3 1 c   -P 3 2c          12
 164        D3d^3   P-3m1               P -3 m 1   -P 3 2"          12
 165        D3d^4   P-3c1               P -3 c 1   -P 3 2"c         12
 166:h      D3d^5   R-3m:h              R -3 m     -R 3 2"          36
 166:r      D3d^5   R-3m:r              R -3 m     -P 3* 2          12
 167:h      D3d^6   R-3c:h              R -3 c     -R 3 2"c         36
 167:r      D3d^6   R-3c:r              R -3 c     -P 3* 2n         12
 168        C6^1    P6                  P 6         P 6             6
 169        C6^2    P61                 P 61        P 61            6
 170        C6^3    P65                 P 65        P 65            6
 171        C6^4    P62                 P 62        P 62            6
 172        C6^5    P64                 P 64        P 64            6
 173        C6^6    P63                 P 63        P 6c            6
 174        C3h^1   P-6                 P -6        P -6            6
 175        C6h^1   P6/m                P 6/m      -P 6             12
 176        C6h^2   P63/m               P 63/m     -P 6c            12
 177        D6^1    P622                P 6 2 2     P 6 2           12
 178        D6^2    P6122               P 61 2 2    P 61 2 (0 0 -1) 12
 179        D6^3    P6522               P 65 2 2    P 65 2 (0 0 1)  12
 180        D6^4    P6222               P 62 2 2    P 62 2c (0 0 1) 12
 181        D6^5    P6422               P 64 2 2    P 64 2c (0 0 -1)12
 182        D6^6    P6322               P 63 2 2    P 6c 2c         12
 183        C6v^1   P6mm                P 6 m m     P 6 -2          12
 184        C6v^2   P6cc                P 6 c c     P 6 -2c         12
 185        C6v^3   P63cm               P 63 c m    P 6c -2         12
 186        C6v^4   P63mc               P 63 m c    P 6c -2c        12
 187        D3h^1   P-6m2               P -6 m 2    P -6 2          12
 188        D3h^2   P-6c2               P -6 c 2    P -6c 2         12
 189        D3h^3   P-62m               P -6 2 m    P -6 -2         12
 190        D3h^4   P-62c               P -6 2 c    P -6c -2c       12
 191        D6h^1   P6/mmm              P 6/m m m  -P 6 2           24
 192        D6h^2   P6/mcc              P 6/m c c  -P 6 2c          24
 193        D6h^3   P63/mcm             P 63/m c m -P 6c 2          24
 194        D6h^4   P63/mmc             P 63/m m c -P 6c 2c         24
 195        T^1     P23                 P 2 3       P 2 2 3         12
 196        T^2     F23                 F 2 3       F 2 2 3         48
 197        T^3     I23                 I 2 3       I 2 2 3         24
 198        T^4     P213                P 21 3      P 2ac 2ab 3     12
 199        T^5     I213                I 21 3      I 2b 2c 3       24
 200        Th^1    Pm-3                P m -3     -P 2 2 3         24
 201:1      Th^2    Pn-3:1              P n -3      P 2 2 3 -1n     24
 201:2      Th^2    Pn-3:2              P n -3     -P 2ab 2bc 3     24
 202        Th^3    Fm-3                F m -3     -F 2 2 3         96
 203:1      Th^4    Fd-3:1              F d -3      F 2 2 3 -1d     96
 203:2      Th^4    Fd-3:2              F d -3     -F 2uv 2vw 3     96
 204        Th^5    Im-3                I m -3     -I 2 2 3         48
 205        Th^6    Pa-3                P a -3     -P 2ac 2ab 3     24
 206        Th^7    Ia-3                I a -3     -I 2b 2c 3       48
 207        O^1     P432                P 4 3 2     P 4 2 3         24
 208        O^2     P4232               P 42 3 2    P 4n 2 3        24
 209        O^3     F432                F 4 3 2     F 4 2 3         96
 210        O^4     F4132               F 41 3 2    F 4d 2 3        96
 211        O^5     I432                I 4 3 2     I 4 2 3         48
 212        O^6     P4332               P 43 3 2    P 4acd 2ab 3    24
 213        O^7     P4132               P 41 3 2    P 4bd 2ab 3     24
 214        O^8     I4132               I 41 3 2    I 4bd 2c 3      48
 215        Td^1    P-43m               P -4 3 m    P -4 2 3        24
 216        Td^2    F-43m               F -4 3 m    F -4 2 3        96
 217        Td^3    I-43m               I -4 3 m    I -4 2 3        48
 218        Td^4    P-43n               P -4 3 n    P -4n 2 3       24
 219        Td^5    F-43c               F -4 3 c    F -4c 2 3       96
 220        Td^6    I-43d               I -4 3 d    I -4bd 2c 3     48
 221        Oh^1    Pm-3m               P m -3 m   -P 4 2 3         48
 222:1      Oh^2    Pn-3n:1             P n -3 n    P 4 2 3 -1n     48
 222:2      Oh^2    Pn-3n:2             P n -3 n   -P 4a 2bc 3      48
 223        Oh^3    Pm-3n               P m -3 n   -P 4n 2 3        48
 224:1      Oh^4    Pn-3m:1             P n -3 m    P 4n 2 3 -1n    48
 224:2      Oh^4    Pn-3m:2             P n -3 m   -P 4bc 2bc 3     48
 225        Oh^5    Fm-3m               F m -3 m   -F 4 2 3         192
 226        Oh^6    Fm-3c               F m -3 c   -F 4c 2 3        192
 227:1      Oh^7    Fd-3m:1             F d -3 m    F 4d 2 3 -1d    192
 227:2      Oh^7    Fd-3m:2             F d -3 m   -F 4vw 2vw 3     192
 228:1      Oh^8    Fd-3c:1             F d -3 c    F 4d 2 3 -1cd   192
 228:2      Oh^8    Fd-3c:2             F d -3 c   -F 4cvw 2vw 3    192
 229        Oh^9    Im-3m               I m -3 m   -I 4 2 3         96
 230        Oh^10   Ia-3d               I a -3 d   -I 4bd 2c 3      96
